_id,INDEX_,ARREST_YEAR,DIVISION,HOOD_158,NEIGHBOURHOOD_158,SEX,AGE_COHORT,AGE_GROUP,CATEGORY,SUBTYPE,ARREST_COUNT
29517,29237,2015,D55,044,Flemingdon Park (44),Male,65+,Adult,Total Arrests,Total Arrests,2
29518,29381,2015,D55,057,Broadview North (57),Male,35 to 44,Adult,Crimes Against the Person,Other,1
29519,29334,2015,D55,054,O'Connor-Parkview (54),Male,45 to 54,Adult,Crimes Against the Person,Other,6
29520,29238,2015,D55,044,Flemingdon Park (44),Male,65+,Adult,Crimes Against Property,Other,1
29521,29382,2015,D55,057,Broadview North (57),Male,35 to 44,Adult,Total Arrests,Total Arrests,15
29522,29335,2015,D55,054,O'Connor-Parkview (54),Male,55 to 64,Adult,Other Criminal Code Violations,Other,2
29523,29239,2015,D55,044,Flemingdon Park (44),Male,65+,Adult,Crimes Against the Person,Assaults,1
29524,29383,2015,D55,057,Broadview North (57),Male,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2
29525,29336,2015,D55,054,O'Connor-Parkview (54),Male,55 to 64,Adult,Controlled Drugs and Substances Act,Other,1
29526,29240,2015,D55,054,O'Connor-Parkview (54),Female,<18,Youth,Crimes Against the Person,Other,2
29527,29384,2015,D55,057,Broadview North (57),Male,35 to 44,Adult,Crimes Against the Person,Assaults,8
29528,29337,2015,D55,054,O'Connor-Parkview (54),Male,55 to 64,Adult,Crimes Against the Person,Sexual Violations,4
29529,29241,2015,D55,054,O'Connor-Parkview (54),Female,<18,Youth,Crimes Against the Person,Assaults,1
29530,29385,2015,D55,057,Broadview North (57),Male,35 to 44,Adult,Crimes Against Property,Other,4
29531,29338,2015,D55,054,O'Connor-Parkview (54),Male,55 to 64,Adult,Crimes Against the Person,Assaults,4
29532,29242,2015,D55,054,O'Connor-Parkview (54),Female,<18,Youth,Total Arrests,Total Arrests,4
29533,29386,2015,D55,057,Broadview North (57),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
29534,29339,2015,D55,054,O'Connor-Parkview (54),Male,55 to 64,Adult,Crimes Against Property,Other,1
29535,29243,2015,D55,054,O'Connor-Parkview (54),Female,<18,Youth,Other Criminal Code Violations,Other,1
29536,29387,2015,D55,057,Broadview North (57),Male,35 to 44,Adult,Other Criminal Code Violations,Other,3
29537,29340,2015,D55,054,O'Connor-Parkview (54),Male,55 to 64,Adult,Total Arrests,Total Arrests,10
29538,29244,2015,D55,054,O'Connor-Parkview (54),Female,18 to 24,Adult,Controlled Drugs and Substances Act,Other,1
29539,29388,2015,D55,057,Broadview North (57),Male,45 to 54,Adult,Total Arrests,Total Arrests,9
29540,29341,2015,D55,054,O'Connor-Parkview (54),Male,55 to 64,Adult,Crimes Against the Person,Other,1
29541,29245,2015,D55,054,O'Connor-Parkview (54),Female,18 to 24,Adult,Criminal Code Traffic,Dangerous Driving,1
29542,29389,2015,D55,057,Broadview North (57),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,2
29543,29342,2015,D55,054,O'Connor-Parkview (54),Male,65+,Adult,Crimes Against the Person,Sexual Violations,1
29544,29246,2015,D55,054,O'Connor-Parkview (54),Female,18 to 24,Adult,Criminal Code Traffic,Fail to Remain,1
29545,29568,2015,D55,060,Woodbine-Lumsden (60),Male,45 to 54,Adult,Crimes Against the Person,Other,1
29546,29343,2015,D55,054,O'Connor-Parkview (54),Male,65+,Adult,Total Arrests,Total Arrests,1
29547,29569,2015,D55,060,Woodbine-Lumsden (60),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,1
29548,29390,2015,D55,057,Broadview North (57),Male,45 to 54,Adult,Crimes Against the Person,Other,1
29549,29247,2015,D55,054,O'Connor-Parkview (54),Female,18 to 24,Adult,Total Arrests,Total Arrests,3
29550,29391,2015,D55,057,Broadview North (57),Male,45 to 54,Adult,Crimes Against the Person,Assaults,4
29551,29344,2015,D55,057,Broadview North (57),Female,<18,Youth,Crimes Against Property,Theft Under $5000,2
29552,29570,2015,D55,060,Woodbine-Lumsden (60),Male,45 to 54,Adult,Other Criminal Code Violations,Firearm-Related,1
29553,29248,2015,D55,054,O'Connor-Parkview (54),Female,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29554,29392,2015,D55,057,Broadview North (57),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,1
29555,29345,2015,D55,057,Broadview North (57),Female,<18,Youth,Total Arrests,Total Arrests,2
29556,29571,2015,D55,060,Woodbine-Lumsden (60),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,1
29557,29249,2015,D55,054,O'Connor-Parkview (54),Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
29558,29393,2015,D55,057,Broadview North (57),Male,45 to 54,Adult,Other Criminal Code Violations,Other,2
29559,29346,2015,D55,057,Broadview North (57),Female,<18,Youth,Crimes Against Property,Other,2
29560,29572,2015,D55,060,Woodbine-Lumsden (60),Male,45 to 54,Adult,Total Arrests,Total Arrests,5
29561,29250,2015,D55,054,O'Connor-Parkview (54),Female,25 to 34,Adult,Crimes Against Property,Other,4
29562,29394,2015,D55,057,Broadview North (57),Male,55 to 64,Adult,Total Arrests,Total Arrests,1
29563,29347,2015,D55,057,Broadview North (57),Female,25 to 34,Adult,Total Arrests,Total Arrests,2
29564,29573,2015,D55,060,Woodbine-Lumsden (60),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2
29565,29395,2015,D55,057,Broadview North (57),Male,55 to 64,Adult,Crimes Against Property,Fraud,1
29566,29348,2015,D55,057,Broadview North (57),Female,25 to 34,Adult,Crimes Against Property,Fraud,1
29567,29574,2015,D55,060,Woodbine-Lumsden (60),Male,45 to 54,Adult,Crimes Against Property,Other,1
29568,29396,2015,D55,057,Broadview North (57),Male,65+,Adult,Other Criminal Code Violations,Other,1
29569,29349,2015,D55,057,Broadview North (57),Female,25 to 34,Adult,Crimes Against the Person,Assaults,1
29570,29575,2015,D55,060,Woodbine-Lumsden (60),Male,45 to 54,Adult,Crimes Against the Person,Assaults,2
29571,29397,2015,D55,057,Broadview North (57),Male,65+,Adult,Total Arrests,Total Arrests,1
29572,29350,2015,D55,057,Broadview North (57),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,2
29573,29576,2015,D55,060,Woodbine-Lumsden (60),Male,55 to 64,Adult,Crimes Against Property,Other,1
29574,29398,2015,D55,058,Old East York (58),Female,<18,Youth,Crimes Against the Person,Assaults,1
29575,29577,2015,D55,060,Woodbine-Lumsden (60),Male,55 to 64,Adult,Total Arrests,Total Arrests,3
29576,29399,2015,D55,058,Old East York (58),Female,<18,Youth,Total Arrests,Total Arrests,2
29577,29578,2015,D55,060,Woodbine-Lumsden (60),Male,55 to 64,Adult,Other Criminal Code Violations,Other,2
29578,29400,2015,D55,058,Old East York (58),Female,<18,Youth,Crimes Against the Person,Other,1
29579,29579,2015,D55,060,Woodbine-Lumsden (60),Male,55 to 64,Adult,Crimes Against the Person,Assaults,1
29580,29580,2015,D55,060,Woodbine-Lumsden (60),Male,55 to 64,Adult,Crimes Against the Person,Other,1
29581,29581,2015,D55,060,Woodbine-Lumsden (60),Male,65+,Adult,Crimes Against the Person,Assaults,2
29582,29582,2015,D55,060,Woodbine-Lumsden (60),Male,65+,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29583,29583,2015,D55,060,Woodbine-Lumsden (60),Male,65+,Adult,Total Arrests,Total Arrests,3
29584,29584,2015,D55,060,Woodbine-Lumsden (60),Male,65+,Adult,Other Criminal Code Violations,Other,1
29585,29585,2015,D55,061,Taylor-Massey (61),Female,<18,Youth,Crimes Against the Person,Assaults,1
29586,29586,2015,D55,061,Taylor-Massey (61),Female,<18,Youth,Total Arrests,Total Arrests,1
29587,29587,2015,D55,061,Taylor-Massey (61),Female,18 to 24,Adult,Total Arrests,Total Arrests,8
29588,29588,2015,D55,061,Taylor-Massey (61),Female,18 to 24,Adult,Crimes Against the Person,Assaults,2
29589,29589,2015,D55,061,Taylor-Massey (61),Female,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29590,29590,2015,D55,061,Taylor-Massey (61),Female,18 to 24,Adult,Controlled Drugs and Substances Act,Other,2
29591,29591,2015,D55,061,Taylor-Massey (61),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,1
29592,29592,2015,D55,061,Taylor-Massey (61),Female,18 to 24,Adult,Crimes Against Property,Other,3
29593,29593,2015,D55,061,Taylor-Massey (61),Female,18 to 24,Adult,Crimes Against Property,Fraud,1
29594,29594,2015,D55,061,Taylor-Massey (61),Female,18 to 24,Adult,Crimes Against the Person,Other,2
29595,29595,2015,D55,061,Taylor-Massey (61),Female,25 to 34,Adult,Crimes Against Property,Other,1
29596,29596,2015,D55,061,Taylor-Massey (61),Female,25 to 34,Adult,Crimes Against Property,Break and Enter,1
29597,29597,2015,D55,061,Taylor-Massey (61),Female,25 to 34,Adult,Other Criminal Code Violations,Other,6
29598,29598,2015,D55,061,Taylor-Massey (61),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,10
29599,29599,2015,D55,061,Taylor-Massey (61),Female,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
29600,29600,2015,D55,061,Taylor-Massey (61),Female,25 to 34,Adult,Crimes Against the Person,Assaults,3
29601,29601,2015,D55,061,Taylor-Massey (61),Female,25 to 34,Adult,Total Arrests,Total Arrests,18
29602,29602,2015,D55,061,Taylor-Massey (61),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,5
29603,29603,2015,D55,061,Taylor-Massey (61),Female,35 to 44,Adult,Other Criminal Code Violations,Other,6
29604,29604,2015,D55,061,Taylor-Massey (61),Female,35 to 44,Adult,Crimes Against the Person,Assaults,1
29605,29605,2015,D55,061,Taylor-Massey (61),Female,35 to 44,Adult,Total Arrests,Total Arrests,10
29606,29606,2015,D55,061,Taylor-Massey (61),Female,35 to 44,Adult,Crimes Against Property,Other,2
29607,29607,2015,D55,061,Taylor-Massey (61),Female,45 to 54,Adult,Crimes Against the Person,Other,1
29608,29608,2015,D55,061,Taylor-Massey (61),Female,45 to 54,Adult,Total Arrests,Total Arrests,10
29609,29609,2015,D55,061,Taylor-Massey (61),Female,45 to 54,Adult,Other Criminal Code Violations,Other,2
29610,29610,2015,D55,061,Taylor-Massey (61),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,6
29611,29611,2015,D55,061,Taylor-Massey (61),Female,45 to 54,Adult,Crimes Against Property,Other,1
29612,29612,2015,D55,061,Taylor-Massey (61),Female,45 to 54,Adult,Crimes Against the Person,Assaults,3
29613,29613,2015,D55,061,Taylor-Massey (61),Female,55 to 64,Adult,Crimes Against Property,Theft Under $5000,1
29614,29614,2015,D55,061,Taylor-Massey (61),Female,55 to 64,Adult,Crimes Against the Person,Assaults,1
29615,29615,2015,D55,061,Taylor-Massey (61),Female,55 to 64,Adult,Total Arrests,Total Arrests,3
29616,29616,2015,D55,061,Taylor-Massey (61),Female,55 to 64,Adult,Crimes Against the Person,Other,1
29617,29617,2015,D55,061,Taylor-Massey (61),Female,65+,Adult,Total Arrests,Total Arrests,1
29618,29618,2015,D55,061,Taylor-Massey (61),Female,65+,Adult,Crimes Against Property,Theft Under $5000,1
29619,29651,2015,D55,061,Taylor-Massey (61),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,3
29620,29751,2015,D55,062,East End-Danforth (62),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,2
29621,29619,2015,D55,061,Taylor-Massey (61),Female,65+,Adult,Other Criminal Code Violations,Other,1
29622,29620,2015,D55,061,Taylor-Massey (61),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29623,29621,2015,D55,061,Taylor-Massey (61),Male,<18,Youth,Total Arrests,Total Arrests,2
29624,29622,2015,D55,061,Taylor-Massey (61),Male,<18,Youth,Crimes Against the Person,Other,1
29625,29623,2015,D55,061,Taylor-Massey (61),Male,<18,Youth,Crimes Against the Person,Robbery,1
29626,29624,2015,D55,061,Taylor-Massey (61),Male,<18,Youth,Controlled Drugs and Substances Act,Other,1
29627,29625,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,1
29628,29626,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Crimes Against the Person,Assaults,2
29629,29627,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Other Criminal Code Violations,Other,4
29630,29628,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Crimes Against the Person,Robbery,1
29631,29629,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Crimes Against Property,Other,5
29632,29630,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Criminal Code Traffic,Dangerous Driving,1
29633,29631,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Total Arrests,Total Arrests,9
29634,29632,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Crimes Against the Person,Other,1
29635,29633,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,3
29636,29634,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,2
29637,29635,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
29638,29636,2015,D55,061,Taylor-Massey (61),Male,18 to 24,Adult,Crimes Against Property,Fraud,1
29639,29637,2015,D55,061,Taylor-Massey (61),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,2
29640,29638,2015,D55,061,Taylor-Massey (61),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29641,29639,2015,D55,061,Taylor-Massey (61),Male,25 to 34,Adult,Crimes Against Property,Other,8
29642,29640,2015,D55,061,Taylor-Massey (61),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,7
29643,29641,2015,D55,061,Taylor-Massey (61),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,7
29644,29642,2015,D55,061,Taylor-Massey (61),Male,25 to 34,Adult,Crimes Against the Person,Assaults,13
29645,29643,2015,D55,061,Taylor-Massey (61),Male,25 to 34,Adult,Other Criminal Code Violations,Other,10
29646,29644,2015,D55,061,Taylor-Massey (61),Male,25 to 34,Adult,Crimes Against Property,Fraud,1
29647,29645,2015,D55,061,Taylor-Massey (61),Male,25 to 34,Adult,Crimes Against the Person,Robbery,1
29648,29646,2015,D55,061,Taylor-Massey (61),Male,25 to 34,Adult,Total Arrests,Total Arrests,28
29649,29647,2015,D55,061,Taylor-Massey (61),Male,35 to 44,Adult,Crimes Against Property,Other,3
29650,29648,2015,D55,061,Taylor-Massey (61),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
29651,29649,2015,D55,061,Taylor-Massey (61),Male,35 to 44,Adult,Crimes Against the Person,Assaults,8
29652,29650,2015,D55,061,Taylor-Massey (61),Male,35 to 44,Adult,Crimes Against Property,Fraud,1
29653,29851,2015,D55,063,The Beaches (63),Male,25 to 34,Adult,Other Criminal Code Violations,Firearm-Related,1
29654,29801,2015,D55,063,The Beaches (63),Female,18 to 24,Adult,Total Arrests,Total Arrests,5
29655,29901,2015,D55,064,Woodbine Corridor (64),Female,35 to 44,Adult,Total Arrests,Total Arrests,4
29656,29902,2015,D55,064,Woodbine Corridor (64),Female,35 to 44,Adult,Other Criminal Code Violations,Other,1
29657,29852,2015,D55,063,The Beaches (63),Male,25 to 34,Adult,Crimes Against Property,Fraud,2
29658,29652,2015,D55,061,Taylor-Massey (61),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,9
29659,29802,2015,D55,063,The Beaches (63),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,4
29660,29903,2015,D55,064,Woodbine Corridor (64),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,1
29661,29853,2015,D55,063,The Beaches (63),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,5
29662,29854,2015,D55,063,The Beaches (63),Male,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
29663,29855,2015,D55,063,The Beaches (63),Male,25 to 34,Adult,Crimes Against Property,Other,9
29664,29856,2015,D55,063,The Beaches (63),Male,35 to 44,Adult,Crimes Against the Person,Other,4
29665,29857,2015,D55,063,The Beaches (63),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,1
29666,29858,2015,D55,063,The Beaches (63),Male,35 to 44,Adult,Crimes Against the Person,Assaults,7
29667,29859,2015,D55,063,The Beaches (63),Male,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29668,29860,2015,D55,063,The Beaches (63),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
29669,29861,2015,D55,063,The Beaches (63),Male,35 to 44,Adult,Other Criminal Code Violations,Other,5
29670,29862,2015,D55,063,The Beaches (63),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,1
29671,29863,2015,D55,063,The Beaches (63),Male,35 to 44,Adult,Crimes Against Property,Other,4
29672,29864,2015,D55,063,The Beaches (63),Male,35 to 44,Adult,Criminal Code Traffic,Refuse Sample,1
29673,29865,2015,D55,063,The Beaches (63),Male,35 to 44,Adult,Total Arrests,Total Arrests,15
29674,29866,2015,D55,063,The Beaches (63),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,2
29675,29867,2015,D55,063,The Beaches (63),Male,45 to 54,Adult,Crimes Against Property,Fraud,1
29676,29868,2015,D55,063,The Beaches (63),Male,45 to 54,Adult,Crimes Against the Person,Sexual Violations,1
29677,29869,2015,D55,063,The Beaches (63),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29678,29870,2015,D55,063,The Beaches (63),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,5
29679,29871,2015,D55,063,The Beaches (63),Male,45 to 54,Adult,Crimes Against Property,Other,6
29680,29872,2015,D55,063,The Beaches (63),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Disqualified,1
29681,29873,2015,D55,063,The Beaches (63),Male,45 to 54,Adult,Crimes Against the Person,Other,5
29682,29874,2015,D55,063,The Beaches (63),Male,45 to 54,Adult,Other Criminal Code Violations,Other,10
29683,29875,2015,D55,063,The Beaches (63),Male,45 to 54,Adult,Crimes Against the Person,Assaults,11
29684,29876,2015,D55,063,The Beaches (63),Male,45 to 54,Adult,Total Arrests,Total Arrests,24
29685,29877,2015,D55,063,The Beaches (63),Male,55 to 64,Adult,Other Criminal Code Violations,Other,1
29686,29878,2015,D55,063,The Beaches (63),Male,55 to 64,Adult,Crimes Against the Person,Other,1
29687,29879,2015,D55,063,The Beaches (63),Male,55 to 64,Adult,Crimes Against Property,Theft Under $5000,2
29688,29880,2015,D55,063,The Beaches (63),Male,55 to 64,Adult,Criminal Code Traffic,Dangerous Driving,2
29689,29881,2015,D55,063,The Beaches (63),Male,55 to 64,Adult,Total Arrests,Total Arrests,7
29690,29882,2015,D55,063,The Beaches (63),Male,55 to 64,Adult,Crimes Against the Person,Assaults,3
29691,29883,2015,D55,063,The Beaches (63),Male,65+,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
29692,29884,2015,D55,063,The Beaches (63),Male,65+,Adult,Crimes Against the Person,Other,1
29693,29885,2015,D55,063,The Beaches (63),Male,65+,Adult,Crimes Against the Person,Assaults,1
29694,29886,2015,D55,063,The Beaches (63),Male,65+,Adult,Other Criminal Code Violations,Other,1
29695,29887,2015,D55,063,The Beaches (63),Male,65+,Adult,Total Arrests,Total Arrests,2
29696,29888,2015,D55,064,Woodbine Corridor (64),Female,<18,Youth,Other Criminal Code Violations,Other,1
29697,29889,2015,D55,064,Woodbine Corridor (64),Female,<18,Youth,Total Arrests,Total Arrests,1
29698,29890,2015,D55,064,Woodbine Corridor (64),Female,18 to 24,Adult,Crimes Against the Person,Assaults,1
29699,29891,2015,D55,064,Woodbine Corridor (64),Female,18 to 24,Adult,Other Criminal Code Violations,Other,2
29700,29892,2015,D55,064,Woodbine Corridor (64),Female,18 to 24,Adult,Crimes Against Property,Other,1
29701,29893,2015,D55,064,Woodbine Corridor (64),Female,18 to 24,Adult,Total Arrests,Total Arrests,3
29702,29894,2015,D55,064,Woodbine Corridor (64),Female,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
29703,29895,2015,D55,064,Woodbine Corridor (64),Female,25 to 34,Adult,Crimes Against the Person,Assaults,1
29704,29896,2015,D55,064,Woodbine Corridor (64),Female,25 to 34,Adult,Crimes Against Property,Other,1
29705,29897,2015,D55,064,Woodbine Corridor (64),Female,25 to 34,Adult,Total Arrests,Total Arrests,8
29706,29898,2015,D55,064,Woodbine Corridor (64),Female,25 to 34,Adult,Other Criminal Code Violations,Other,6
29707,29899,2015,D55,064,Woodbine Corridor (64),Female,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29708,29900,2015,D55,064,Woodbine Corridor (64),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,3
29709,29701,2015,D55,062,East End-Danforth (62),Female,35 to 44,Adult,Other Criminal Code Violations,Other,3
29710,29951,2015,D55,064,Woodbine Corridor (64),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,7
29711,29803,2015,D55,063,The Beaches (63),Female,18 to 24,Adult,Crimes Against the Person,Assaults,1
29712,29904,2015,D55,064,Woodbine Corridor (64),Female,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29713,29702,2015,D55,062,East End-Danforth (62),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,4
29714,29905,2015,D55,064,Woodbine Corridor (64),Female,35 to 44,Adult,Crimes Against the Person,Other,1
29715,29703,2015,D55,062,East End-Danforth (62),Female,35 to 44,Adult,Total Arrests,Total Arrests,9
29716,29952,2015,D55,064,Woodbine Corridor (64),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,2
29717,29906,2015,D55,064,Woodbine Corridor (64),Female,35 to 44,Adult,Crimes Against the Person,Assaults,2
29718,29704,2015,D55,062,East End-Danforth (62),Female,35 to 44,Adult,Crimes Against Property,Other,1
29719,29953,2015,D55,064,Woodbine Corridor (64),Male,45 to 54,Adult,Criminal Code Traffic,Refuse Sample,1
29720,29907,2015,D55,064,Woodbine Corridor (64),Female,45 to 54,Adult,Crimes Against the Person,Other,1
29721,29705,2015,D55,062,East End-Danforth (62),Female,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
29722,29954,2015,D55,064,Woodbine Corridor (64),Male,45 to 54,Adult,Crimes Against Property,Other,3
29723,29908,2015,D55,064,Woodbine Corridor (64),Female,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
29724,29706,2015,D55,062,East End-Danforth (62),Female,45 to 54,Adult,Crimes Against the Person,Assaults,3
29725,29955,2015,D55,064,Woodbine Corridor (64),Male,45 to 54,Adult,Crimes Against the Person,Assaults,4
29726,29909,2015,D55,064,Woodbine Corridor (64),Female,45 to 54,Adult,Total Arrests,Total Arrests,2
29727,29707,2015,D55,062,East End-Danforth (62),Female,45 to 54,Adult,Other Criminal Code Violations,Other,3
29728,29956,2015,D55,064,Woodbine Corridor (64),Male,55 to 64,Adult,Other Criminal Code Violations,Other,1
29729,29910,2015,D55,064,Woodbine Corridor (64),Male,<18,Youth,Controlled Drugs and Substances Act,Other,1
29730,29708,2015,D55,062,East End-Danforth (62),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,8
29731,29957,2015,D55,064,Woodbine Corridor (64),Male,55 to 64,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29732,29911,2015,D55,064,Woodbine Corridor (64),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29733,29709,2015,D55,062,East End-Danforth (62),Female,45 to 54,Adult,Crimes Against Property,Other,3
29734,29958,2015,D55,064,Woodbine Corridor (64),Male,55 to 64,Adult,Crimes Against the Person,Other,2
29735,29912,2015,D55,064,Woodbine Corridor (64),Male,<18,Youth,Other Criminal Code Violations,Other,2
29736,29710,2015,D55,062,East End-Danforth (62),Female,45 to 54,Adult,Total Arrests,Total Arrests,14
29737,29959,2015,D55,064,Woodbine Corridor (64),Male,55 to 64,Adult,Crimes Against the Person,Assaults,3
29738,29960,2015,D55,064,Woodbine Corridor (64),Male,55 to 64,Adult,Total Arrests,Total Arrests,4
29739,29961,2015,D55,064,Woodbine Corridor (64),Male,65+,Adult,Total Arrests,Total Arrests,5
29740,29962,2015,D55,064,Woodbine Corridor (64),Male,65+,Adult,Controlled Drugs and Substances Act,Other,1
29741,29963,2015,D55,064,Woodbine Corridor (64),Male,65+,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
29742,29964,2015,D55,064,Woodbine Corridor (64),Male,65+,Adult,Crimes Against the Person,Sexual Violations,1
29743,29965,2015,D55,064,Woodbine Corridor (64),Male,65+,Adult,Crimes Against the Person,Other,2
29744,29966,2015,D55,064,Woodbine Corridor (64),Male,65+,Adult,Crimes Against the Person,Assaults,2
29745,29967,2015,D55,064,Woodbine Corridor (64),Male,65+,Adult,Crimes Against Property,Other,1
29746,29968,2015,D55,064,Woodbine Corridor (64),Male,65+,Adult,Other Criminal Code Violations,Other,1
29747,29969,2015,D55,065,Greenwood-Coxwell (65),Female,<18,Youth,Crimes Against the Person,Assaults,4
29748,29970,2015,D55,065,Greenwood-Coxwell (65),Female,<18,Youth,Crimes Against Property,Theft Under $5000,1
29749,29971,2015,D55,065,Greenwood-Coxwell (65),Female,<18,Youth,Total Arrests,Total Arrests,8
29750,29972,2015,D55,065,Greenwood-Coxwell (65),Female,<18,Youth,Other Criminal Code Violations,Other,3
29751,29973,2015,D55,065,Greenwood-Coxwell (65),Female,<18,Youth,Crimes Against Property,Other,2
29752,29974,2015,D55,065,Greenwood-Coxwell (65),Female,<18,Youth,Crimes Against the Person,Other,2
29753,29975,2015,D55,065,Greenwood-Coxwell (65),Female,18 to 24,Adult,Crimes Against Property,Other,3
29754,29976,2015,D55,065,Greenwood-Coxwell (65),Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
29755,29977,2015,D55,065,Greenwood-Coxwell (65),Female,18 to 24,Adult,Crimes Against the Person,Assaults,1
29756,29978,2015,D55,065,Greenwood-Coxwell (65),Female,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,1
29757,29979,2015,D55,065,Greenwood-Coxwell (65),Female,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29758,29980,2015,D55,065,Greenwood-Coxwell (65),Female,18 to 24,Adult,Controlled Drugs and Substances Act,Other,1
29759,29981,2015,D55,065,Greenwood-Coxwell (65),Female,18 to 24,Adult,Total Arrests,Total Arrests,3
29760,29982,2015,D55,065,Greenwood-Coxwell (65),Female,25 to 34,Adult,Crimes Against the Person,Assaults,4
29761,29983,2015,D55,065,Greenwood-Coxwell (65),Female,25 to 34,Adult,Crimes Against the Person,Other,1
29762,29984,2015,D55,065,Greenwood-Coxwell (65),Female,25 to 34,Adult,Other Criminal Code Violations,Other,4
29763,29985,2015,D55,065,Greenwood-Coxwell (65),Female,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
29764,29986,2015,D55,065,Greenwood-Coxwell (65),Female,25 to 34,Adult,Total Arrests,Total Arrests,9
29765,29987,2015,D55,065,Greenwood-Coxwell (65),Female,25 to 34,Adult,Criminal Code Traffic,Dangerous Driving,1
